stem,source,event_reason,event_score,target_timestamp_seconds,actual_timestamp_seconds,frame_difference,optical_flow,brightness_mean,brightness_delta,dark_fraction,laplacian_variance,color_anchor_count,difference_hash_hex,image_sha256
camera_full_rgb_v2_t000195000,base,one_second_base,0.000000,195.000000,195.001808,7.820729,2.059433,72.999281,1.305856,0.445964,369.698756,0,8040806840002060,2c1fa9bbc108372f1e57cc5bffeb287a1f66227b4bec524a1407f014aae7094e
camera_full_rgb_v2_t000196000,base,one_second_base,0.000000,196.000000,195.996023,6.015937,1.412641,68.394694,0.893955,0.479899,343.686644,0,0040806828000040,ee009d43570b2a25c745bd0a983c15196abb2f66f11b6eac6586cde9c0da51bf
camera_full_rgb_v2_t000197000,base,one_second_base,0.000000,197.000000,196.990239,4.402604,0.929774,66.435039,0.523171,0.496315,330.193843,0,004080c8a0004080,76c7460e026773c67f7b1433f20caa755466e5f000ad934220acc5c089929ccb
camera_full_rgb_v2_t000198000,base,one_second_base,0.000000,198.000000,197.984454,3.148958,0.584734,64.431842,0.442855,0.512165,334.761879,0,008000c080000080,3778d032236319d583130525786ca073f7db1ad3aa8f50d394eb755b64035111
camera_full_rgb_v2_t000199000,base,one_second_base,0.000000,199.000000,198.978670,6.593490,1.555250,69.193044,0.829671,0.469925,346.682383,0,0040806828002040,cf219638c455f31ec464202d3e9ac6a91eb71a25792b3c88160b7b203e34dc22
camera_full_rgb_v2_t000200000,base,one_second_base,0.000000,200.000000,200.018077,5.367500,1.028437,74.614749,0.937656,0.428050,375.226230,0,8040806860000040,1a89b04873a85115917e62ed9aa75d998db037017a6cf20bb3a014009b127e4f
camera_full_rgb_v2_t000201000,base,one_second_base,0.000000,201.000000,201.012292,2.739375,0.313445,76.809570,0.392028,0.414772,417.939259,0,8040806840001040,00853bfd7832518f536b84a89eb1cec359ab219bd7bcc3a3986eb3266cb5c377
camera_full_rgb_v2_t000202000,base,one_second_base,0.000000,202.000000,202.006508,2.381146,0.144824,76.659779,0.129131,0.414408,449.031132,0,8040806040001040,6b512420c376dfa0867c69849bd0d810ad780ed829ec801d055a8a1e218d56dc
camera_full_rgb_v2_t000202750,event,scene_change,0.234963,202.750000,202.729573,3.267552,0.239622,77.339775,0.484639,0.415065,428.014837,0,8040806941001020,71cf53ddef9039eba77655722ec08081513b95c8440c1133625674e386271cce
camera_full_rgb_v2_t000203000,base,one_second_base,0.000000,203.000000,203.000723,4.612083,0.446798,77.753551,0.413776,0.408271,402.239502,0,8040806450001020,512bc76179df1cee8149ece91e953b3046f8ece02d57880337b269d41533d16b
camera_full_rgb_v2_t000203750,event,scene_change,0.935920,203.750000,203.768980,9.371875,2.196764,81.092549,1.593392,0.383216,385.525009,0,8060c07454001020,476ae5570aa458f5a58fab76e33481e2c3203fb4bedfd3b1884e7cfa8aa08497
camera_full_rgb_v2_t000204000,base,one_second_base,0.000000,204.000000,203.994939,10.442760,2.584806,83.197119,2.104570,0.367074,389.052389,0,8020c03414000020,158cb8f477ab3aecacc15efa07b5beb43d259d70ab15a8b65a2a3ea52f8671b2
camera_full_rgb_v2_t000205000,base,one_second_base,0.000000,205.000000,204.989154,6.746094,1.273192,89.820918,1.052074,0.321816,401.270768,0,c020c03430000810,7452e2b6456ccbef6abbd987fbe36922f6cc9aaaabe5abc78cb6d68c32627952
camera_full_rgb_v2_t000206000,base,one_second_base,0.000000,206.000000,205.983369,6.164896,1.108771,94.052858,1.325540,0.291660,378.926003,0,c030e0322a000408,d339959f124d29524cd8f6afbadc3617137c497c58727c388c47cb522cc3a63c
camera_full_rgb_v2_t000207000,base,one_second_base,0.000000,207.000000,206.977585,6.887813,1.378735,99.581247,1.506149,0.253464,380.079756,0,c010e41a0a00020c,c844186f6183562b972a7279cd3c63f9f8ea2c857081f8758edd9304c72fc1fa
camera_full_rgb_v2_t000208000,base,one_second_base,0.000000,208.000000,208.016992,10.393281,2.558443,105.134613,1.433766,0.200830,414.302702,2,6010701b99000102,54cde7766624e680709bcc08c173f5d050f30828305b5a22dbbc78451053dc48
camera_full_rgb_v2_t000209000,base,one_second_base,0.000000,209.000000,209.011208,1.020417,0.040919,104.802559,0.121436,0.204486,499.065661,2,6010701b99000106,3a0e7b24b44930450352c1506ecc55dd625d6276d12d17832894586819ded96c
camera_full_rgb_v2_t000210000,base,one_second_base,0.000000,210.000000,210.005423,4.931614,0.826776,104.787067,0.852464,0.200296,395.917113,2,6010701b99040103,84c9ac3c412cc5e5433ec512a07c4ce95d740e3eea77318be2ed331d752ec346
camera_full_rgb_v2_t000210750,event,scene_change,1.034867,210.750000,210.728489,10.090521,2.599491,101.916432,1.645104,0.217549,411.687650,2,c010e41a0a000002,61ef96c29eb95d29f73b4b6ebff9a56f805d15bf951aaa46f1034fdbdf8ec279
camera_full_rgb_v2_t000211000,base,one_second_base,0.000000,211.000000,210.999638,11.032657,3.051615,100.149238,1.767194,0.229954,428.349876,3,c030e41a2a080202,9e57571415577eda112803b32bc3fb9c4b1622a8ed4226504f4737f02236cc20
camera_full_rgb_v2_t000211750,event,motion,1.145768,211.750000,211.767896,11.238438,3.120422,95.652956,1.515127,0.262087,427.586214,3,c020e03630000206,1a77c29bc68a455c872f64be248a2749e6c91d884853645aff24b7f4abb29e29
camera_full_rgb_v2_t000212000,base,one_second_base,0.000000,212.000000,211.993854,11.344219,2.989069,93.622370,2.030586,0.276387,429.854088,3,c020c83430000006,032b2f04dfbc46fabce30063b832f5e4021f9967b9fbf036ea4749483242fd10
camera_full_rgb_v2_t000212500,event,motion,1.944484,212.500000,212.490962,18.209427,5.963112,86.799531,3.211598,0.324147,362.531913,3,8060c06454000004,c9a99bbe50ac9c833b17cba09e8b5a9b90401f96d9422c39d9729b2cd9c2b430
camera_full_rgb_v2_t000213000,base,one_second_base,0.000000,213.000000,212.988069,10.340104,2.450769,81.560661,1.731400,0.371663,392.199938,3,00409068a820000c,2d4c1cc441dfd4cd8795f5484f00fd1b0d30bb1f21c4dc2826e7ab701adaa799
camera_full_rgb_v2_t000214000,base,one_second_base,0.000000,214.000000,213.982285,7.787865,1.709141,77.910335,0.780068,0.392803,365.564580,3,004090e8a0200008,15f1e5b03059fa7edd683b5471330131f42e44ef5c49058850aa675d65b4c091
camera_full_rgb_v2_t000215000,base,one_second_base,0.000000,215.000000,215.021692,7.997083,2.000816,74.338089,0.897887,0.428005,324.093422,0,00c080c848000008,90b27e0dfee68e262d18feb5a19c1de02b3cb49d8d0030b7c5c6b6214f0b671d
camera_full_rgb_v2_t000216000,base,one_second_base,0.000000,216.000000,216.015907,5.467239,1.059900,73.258040,0.277630,0.442673,317.847949,0,008020d050004008,c0e75df05d62d285619cd56c25c0294cd1a34abe9593b47f2947d5133cc18ee7
camera_full_rgb_v2_t000217000,base,one_second_base,0.000000,217.000000,217.010123,12.124479,3.584840,76.254176,2.403812,0.413431,328.913021,0,00c020c850804008,acd64d9b80f78b8d1d07b376bec54f4e6b595b0d26406e812da8b73dcb769228
camera_full_rgb_v2_t000218000,base,one_second_base,0.000000,218.000000,218.004338,3.927292,0.509072,79.831491,0.614089,0.381475,370.504349,0,00c090c868804008,a9e247be24d566caca01bfde1fb6d39b2dad0a63fe89bf518e6754c7f98dcd2a
camera_full_rgb_v2_t000219000,base,one_second_base,0.000000,219.000000,218.998554,6.458125,1.489968,78.894007,0.650426,0.393636,309.812113,0,00c080c848804040,6fd40bf30343e5590a58f31a0043780c1b2ffe1fd918dfea1b1689bfad24db5a
camera_full_rgb_v2_t000219250,event,scene_change,0.810043,219.250000,219.269704,8.209270,2.124753,77.808577,1.085430,0.405557,305.837464,3,00c020d850804040,31d5fa14fd917c14d6bfd6e89cc7d920ec1bc494e3610fbdb89902a9ca834509
camera_full_rgb_v2_t000220000,base,one_second_base,0.000000,220.000000,219.992769,5.223437,0.981825,75.732819,0.331494,0.429095,291.399059,0,008020d050008080,deaa47e7ac42c22ec3be00997b041988d628fac0110c5645587d47884b6f7a08
camera_full_rgb_v2_t000221000,base,one_second_base,0.000000,221.000000,220.986985,2.855000,0.402596,75.968353,0.048151,0.428568,301.649170,0,008020d050008080,4e727ee73d3d4edb27d8fd4da0d35f89f9644cee89aa7579d692cc55f5e2c3d4
camera_full_rgb_v2_t000222000,base,one_second_base,0.000000,222.000000,221.981200,5.534219,1.369714,73.898353,0.552751,0.450814,276.401839,0,00802090d0008000,22945a93d5016b65e6d08526992c099fe9c8144eb56cf4fc9a0818f09086ec3a
camera_full_rgb_v2_t000223000,base,one_second_base,0.000000,223.000000,223.020607,5.476094,1.479680,70.732513,0.832725,0.480003,236.458068,0,00802190b0000000,166e60621f19e5deb9bb7e82a282d428c8ba0937fa803d074ff99d1442e9aafa
camera_full_rgb_v2_t000224000,base,one_second_base,0.000000,224.000000,224.014823,5.060469,1.399195,67.482799,0.909219,0.505553,209.983307,0,008041a0a0000000,e0373f7701e7c994ecda0413d83b0004bf47f9aa261585ec29fe13b985074ca4
camera_full_rgb_v2_t000225000,base,one_second_base,0.000000,225.000000,225.009038,4.352656,1.294984,64.560143,0.830264,0.528555,188.659619,0,00004120a0000000,449ebb43e2bd89137e3ec865118bfcdda110d68ff2bcbeb766e03afd7910615b
camera_full_rgb_v2_t000226000,base,one_second_base,0.000000,226.000000,226.003254,3.521406,0.987095,61.716445,0.654740,0.553288,170.225891,0,000041a020000000,e03fa3e68ae96b0e584521f8ef3595b362668f1558e4cc8f4209fab25edf8b21
camera_full_rgb_v2_t000227000,base,one_second_base,0.000000,227.000000,226.997469,6.561458,2.240837,66.300407,1.617959,0.515612,197.629365,0,00004120a0000000,1ddecd74acd7380678b7d39a62545caa604df86dc7c2f2c68d87796b4e190346
camera_full_rgb_v2_t000228000,base,one_second_base,0.000000,228.000000,227.991685,8.630573,2.767828,74.411540,2.035856,0.446403,245.305435,0,0080209090000000,20ff1c10e4792bfc742f560e0a5dc8521cd100839c99da8a2f8109aa69a9bc4c
camera_full_rgb_v2_t000228750,event,motion,1.357158,228.750000,228.759942,11.780469,3.886687,81.026312,2.043841,0.389600,297.254287,0,00c020d050000000,c17ecde2038babf5528f62ca9136a94e14b7490f469296a50bb7276f9e86981e
camera_full_rgb_v2_t000229000,base,one_second_base,0.000000,229.000000,228.985900,9.983021,2.902949,83.074798,2.048486,0.372793,306.193930,0,00c010c850000000,069e422c975ebfa2f4188f473fca3f6fdd121a61cc07eda4605682f2c24b1465
camera_full_rgb_v2_t000230000,base,one_second_base,0.000000,230.000000,229.980116,5.380833,1.095435,86.733577,0.501849,0.344007,314.958334,0,004090c848000000,33d7c4f55e3f13a1a7938ebdb40140fccf302cb08c26d95975c78c767423b50c
camera_full_rgb_v2_t000231000,base,one_second_base,0.000000,231.000000,231.019523,3.113698,0.446949,87.930924,0.258369,0.335124,377.372996,0,004090c868000080,e64fe646b1559d31905855925311e415e75c4572497f7129cdee137ce7d05e52
camera_full_rgb_v2_t000232000,base,one_second_base,0.000000,232.000000,232.013738,4.131563,0.715525,88.654600,0.542552,0.332780,337.242952,0,004090e868000080,0f7250be9ed697ffd1951104657589e43944d53fa77bdc8dde10ae291ef7f4f0
camera_full_rgb_v2_t000233000,base,one_second_base,0.000000,233.000000,233.007954,7.782292,1.930609,90.937354,0.656794,0.310114,346.103855,0,8060906828008080,01107fba2c7d06f988515b5a0fdf22226e39138b69fc203604bd0f8b54dac8d6
camera_full_rgb_v2_t000233500,event,motion,1.006325,233.500000,233.505061,10.294114,2.755924,93.258337,1.181745,0.289043,380.487136,5,8060c864ad008080,13bd3d302cfdbe6c6069823949eaef59e2be268d5fb4d65c7453d37d5be7c8d2
camera_full_rgb_v2_t000234000,base,one_second_base,0.000000,234.000000,234.002169,9.731667,2.323289,95.291644,0.869661,0.271816,418.987736,5,8020c864b4808080,0eb10be3b1b873c9cf18333c2cd5d2fd66b7f5ba4fabd1777c61aab3d4249b74
camera_full_rgb_v2_t000234500,event,scene_change,1.081407,234.500000,234.499277,11.179010,2.620006,98.053434,1.636341,0.247344,443.000039,7,8020c834948080c0,80a5cb1eb9ff76931dc6d312ca3898aee857d2727976282635c1d3272ab82a19
camera_full_rgb_v2_t000235000,base,one_second_base,0.000000,235.000000,234.996385,9.454687,1.924715,99.565173,0.809668,0.232201,482.080368,7,c030cc36d480c0c0,e25a29f0c9fd87ca2a058396c4eed5a9b7465ef543a38d6df06b2fcdda52ba29
camera_full_rgb_v2_t000236000,base,one_second_base,0.000000,236.000000,235.990600,11.620833,2.499516,105.408226,1.922116,0.185374,522.266738,8,c210e4325ac04020,155adac24eebaf100f664c9d9328c061ca87576795c9efca3e4fa3061455bbbb
camera_full_rgb_v2_t000237000,base,one_second_base,0.000000,237.000000,236.984816,6.368750,0.961151,110.447744,0.370374,0.149479,540.730459,9,c318e61b4a416020,14045d1e8fbdf25919d26c2967d00f8a84002b83f56f9ae3ab2db3e9904f5c02
camera_full_rgb_v2_t000238000,base,one_second_base,0.000000,238.000000,237.979031,2.701406,0.293919,111.884427,0.289342,0.139847,542.707753,10,e318e6192b414020,6399609b4133467c56c7d6955be087c3901c6ffe45860adcfc91a2f8c14515e5
camera_full_rgb_v2_t000239000,base,one_second_base,0.000000,239.000000,239.018438,11.457135,2.150465,114.966061,1.422546,0.109443,478.244594,11,6118e2192b414020,6b5e07783a44ab01b87519d1831dcb0609d66039025a8d32707108915ae1f4e7
camera_full_rgb_v2_t000239250,event,motion,1.992992,239.250000,239.244396,20.116405,5.797494,117.183167,2.217106,0.085485,375.811054,11,631cf3190d406020,3b5b3dec3640c766cf5faf1aed561e0d89433fe30ba06a9d3a8ab3c73a0f1abd
camera_full_rgb_v2_t000240000,base,one_second_base,0.000000,240.000000,240.012654,2.490260,0.286526,119.138148,0.067318,0.065817,462.886307,11,718cf18c94202030,9b2f97d572518061e63764427359103bb2b116e12e5023965128599cbf172f2a
camera_full_rgb_v2_t000240250,event,scene_change,0.595792,240.250000,240.238612,8.166511,1.608132,119.051800,0.086348,0.066292,460.926415,11,718cf18c95606020,3840c67fbe2f756321cbeaa56471ca7e316262bcb5e70244ce262a8a46238d1f
camera_full_rgb_v2_t000241000,base,one_second_base,0.000000,241.000000,241.006869,4.558125,0.678044,118.517181,0.226436,0.067083,446.082314,11,718cf18c94202030,73dfc183060b0a34bdb02c5d5d56968694e76e7199c7fe66e3eddd6636aa8d47
camera_full_rgb_v2_t000242000,base,one_second_base,0.000000,242.000000,242.001085,4.253177,0.598864,119.230212,0.284486,0.064590,441.082760,11,318e798c96202030,a45e84f049b056dc030641937016c3cf724363b4d6a0d50c4f92842c7537b5b4
camera_full_rgb_v2_t000243000,base,one_second_base,0.000000,243.000000,242.995300,4.345052,0.593612,119.984723,0.207038,0.059189,449.356910,11,318679ce86302070,00d1e4227565e86e03d4f54b4dc27c4acddd1b003cbd0e29aed9c7a7c1d6ac59
camera_full_rgb_v2_t000244000,base,one_second_base,0.000000,244.000000,243.989516,4.613802,0.640774,121.249635,0.296872,0.054834,439.296083,11,388678cec6302070,2930773b24e03958d4713122089b4da7794e798bea7d368326ef649b306a652c
camera_full_rgb_v2_t000245000,base,one_second_base,0.000000,245.000000,244.983731,6.950521,1.157025,122.068457,0.121488,0.051289,430.738056,11,38c77846c2302270,1752f1a17563e0ec9ef5e2572650ca244d15f90ac9f280cda9fd1bb300de8626
camera_full_rgb_v2_t000246000,base,one_second_base,0.000000,246.000000,245.977946,9.526875,2.063058,122.851510,0.169548,0.046221,437.062958,11,1cc33ce7cb183232,0c559aa689b61943e5b36a063756d026e95c481e51d992377d7f395999a05cac
camera_full_rgb_v2_t000246250,event,scene_change,0.791889,246.250000,246.249096,10.157812,2.301417,122.988493,0.136982,0.045231,437.250976,11,1cc33ce7cb191132,1be03454331a58a260819550c911e8edde0fc60eb0cc2e5feb99d1816be3129b
camera_full_rgb_v2_t000247000,base,one_second_base,0.000000,247.000000,247.017354,9.520729,2.001897,122.555374,0.276348,0.041901,453.045502,11,1ee33ca3e1191130,b5d8d5bb2d42ad1df7444d26ab5a39a4f9d191ab49f733a1de6d678d543ac83c
camera_full_rgb_v2_t000248000,base,one_second_base,0.000000,248.000000,248.011569,7.082135,0.946787,122.550036,0.102249,0.039772,443.414268,11,1ee13ea3e1191110,ff188fd1d5d31165cfa9f6838dc818152c641860f33504ef900be81cde322ed4
camera_full_rgb_v2_t000249000,base,one_second_base,0.000000,249.000000,249.005785,7.503594,1.015123,122.098132,0.163669,0.042910,459.047581,10,0fe13ee3e51d1f18,55e8be0011fe52a6b0f1ed34024cf599ecdd8285a55323cc53ce8ceefc5a5e37
camera_full_rgb_v2_t000249500,event,scene_change,0.548328,249.500000,249.502892,7.935989,1.111310,121.721234,0.384115,0.044411,461.534409,10,0fe11ef3e41c1e10,04a3d0a3a5c6e78bf2aebf5099742091ab3db8f15de3ff9f11261edbc525374c
camera_full_rgb_v2_t000250000,base,one_second_base,0.000000,250.000000,250.000000,7.216562,0.824887,121.351234,0.516943,0.047191,521.877686,10,0fe11ff3e41c1b13,9e5ee62c107ab8357f5b61004771f3ae5cb15f1faf81731b15c7a3c839727ff5
camera_full_rgb_v2_t000251000,base,one_second_base,0.000000,251.000000,250.994215,4.980937,0.539013,121.853620,0.242604,0.048734,452.886045,10,0ff01ff3e41c9e17,d6b897053ae0d17e7e3e966ac15a52c27b25b08ec92ae103a55797c525c34a77
camera_full_rgb_v2_t000252000,base,one_second_base,0.000000,252.000000,251.988431,0.781510,0.036624,121.083008,0.004437,0.050723,555.366322,10,0ff01ff3e41c9e17,8505175e6a9490b9ed96bb87e05420a97dabe8d38620c88b06f2f75dd9505fda
camera_full_rgb_v2_t000253000,base,one_second_base,0.000000,253.000000,252.982646,0.689844,0.022792,120.341162,0.117279,0.051559,597.043963,10,0ff01ff3e41c9a17,08e6aed332636505a98300861c3d0a8110248fb2e61a361e8bd1789ff7778657
camera_full_rgb_v2_t000254000,base,one_second_base,0.000000,254.000000,254.022054,0.940521,0.030584,119.435059,0.281130,0.053171,599.994629,10,0ff01ff3e41c9a17,8061a9bd8196237a1d4faaaa0f98ff8c7e63065606d9aa2ca88e8936a4277376
camera_full_rgb_v2_t000255000,base,one_second_base,0.000000,255.000000,255.016269,1.731719,0.092866,119.402624,0.110355,0.052559,567.344508,10,0ff01ff3e41c9d17,3e7990b9f93e0d2831a7113d9669196d7f1534f8ff5d46db8f96af64a6ee183a
camera_full_rgb_v2_t000256000,base,one_second_base,0.000000,256.000000,256.010484,2.623594,0.192122,119.010430,0.685518,0.053154,538.680767,10,0ff01fb3e41c9d1e,55df98b8da881e74732c33cab7899fa5485a43c0c468e0fd49158178e88d3fbd
camera_full_rgb_v2_t000257000,base,one_second_base,0.000000,257.000000,257.004700,2.505156,0.181271,119.218389,0.090550,0.054977,557.276245,9,0ff01fb3e41cb91f,03bd981b37cedae18c2c59edcce7eb4914c51a49fb1fa8546479bce8eebaed9d
camera_full_rgb_v2_t000258000,base,one_second_base,0.000000,258.000000,257.998915,2.284479,0.189523,119.517757,0.060599,0.056442,548.762620,9,0ff01ff3e41c393f,ed9d22cede57b0117c3cf38c792ba39471b44b21681fa3f631c903a5b48ef688
camera_full_rgb_v2_t000259000,base,one_second_base,0.000000,259.000000,258.993131,10.955469,2.483173,119.064372,0.110316,0.055924,442.471367,9,07f01ff1601c1b3c,610ac6a7f4820e3cfaf975270cb385fe2d1ab600bfb023dfd05a37afe08ab336
camera_full_rgb_v2_t000259250,event,motion,1.686136,259.250000,259.264281,18.584375,6.520223,119.263551,0.199180,0.051924,349.480537,8,07f81f51728e9f1e,174bf1045befe6c9ba94428106b5133a8a623899139d410f462095e75a19bbfd
camera_full_rgb_v2_t000260000,base,one_second_base,0.000000,260.000000,259.987346,6.655573,1.025240,118.889922,0.154118,0.048193,493.614061,8,83fc0ba8b9830f9f,cb5cc82d217e81e671cf86078824771ea7653c3c2f43e6db22500babd3915168
camera_full_rgb_v2_t000261000,base,one_second_base,0.000000,261.000000,260.981562,2.313542,0.167314,119.343151,0.003477,0.050970,556.541879,9,83fc0ba8b9838f9f,5508c6c40f8081ba0d226676514eb7c88a0b282b4197c094eec905c58252d607
camera_full_rgb_v2_t000262000,base,one_second_base,0.000000,262.000000,262.020969,2.853906,0.186802,119.994430,0.129095,0.052458,530.211991,8,83fc0ba8b9838f9b,191826beace8e3cf08051405f4a127c81251b6e4f7c203dbeb57c363a64d09a6
camera_full_rgb_v2_t000263000,base,one_second_base,0.000000,263.000000,263.015184,2.773229,0.182305,120.362858,0.094707,0.055280,561.294183,8,83fc0ba8b9830f9b,2ce23e91eaaf6397bccc5f1a2fc51b1ac60a94ac97f7bef88c559f9d06a8378e
camera_full_rgb_v2_t000264000,base,one_second_base,0.000000,264.000000,264.009400,2.984688,0.290973,120.684310,0.082913,0.057236,555.864954,8,81fc0ba8b9830f1d,ce2bf8edce396e0547cd9ff928fc9766eadd90c29f2e6701fff3b025a6ad2605
camera_full_rgb_v2_t000265000,base,one_second_base,0.000000,265.000000,265.003615,2.849531,0.244377,120.701296,0.113607,0.060283,544.590042,11,81fc0ba8b9a30f1f,b331ba250939b79a94d5675fadba1534f433a5e22868454be8fe3a39f292ce1b
camera_full_rgb_v2_t000266000,base,one_second_base,0.000000,266.000000,265.997831,2.724740,0.226874,120.674648,0.100934,0.064036,565.227959,11,81fc0ba8b9230f1f,4b72069425ea8e890a79e6ab98c2096f1801b876945f447372cdcf851671a10a
camera_full_rgb_v2_t000267000,base,one_second_base,0.000000,267.000000,266.992046,7.305677,0.805982,120.562002,0.196221,0.069661,490.673525,10,c1fc09a8b933070d,9071e32d1dc953149dde9b104e7d1024b676bbfc37897fb251977e7c48733577
camera_full_rgb_v2_t000268000,base,one_second_base,0.000000,268.000000,267.986262,4.135313,0.440023,122.081061,0.195160,0.058021,521.238854,10,c0be09a8b973030f,e090daab895acce95f50667219b9129aeb5962d9fb940ca8a1d4f2b29dc6529e
camera_full_rgb_v2_t000269000,base,one_second_base,0.000000,269.000000,268.980477,6.340781,0.514264,123.352272,0.520928,0.046432,477.503767,10,c0bc0bb8b963030f,dd73cbedd17fe42d745efc630a7d256a771b18dd2bfe774e7cd085ec7d538a74
camera_full_rgb_v2_t000269250,event,scene_change,0.596517,269.250000,269.251627,8.952291,1.106114,123.792744,0.440472,0.044769,481.694043,9,c03c0bb8b1730307,4a0d43d2dbc2486b369228ce23335732471c5ebc92bae55f6e0e82add90a77ac
camera_full_rgb_v2_t000270000,base,one_second_base,0.000000,270.000000,270.019884,6.782604,0.943952,123.231003,0.108965,0.047725,495.226656,9,c13c0b58b16b2307,503e04fc8396a6943b0f1f0d4680d690da238c408fe3ca295a60595a4153ecfd
camera_full_rgb_v2_t000271000,base,one_second_base,0.000000,271.000000,271.014100,2.116458,0.176914,123.345664,0.014987,0.049450,579.711363,9,c17c0b58717b2307,928838320e384e89fd6f454e614bb03257c69c497a245ba4e595517a8a7c2d07
camera_full_rgb_v2_t000272000,base,one_second_base,0.000000,272.000000,272.008315,1.115208,0.025828,123.152448,0.101204,0.051097,626.863014,9,c13c0b50716b2307,3f07d5d83168e1749eb972b50f08a31e2b021311ce4fecd49145da4032c69743
camera_full_rgb_v2_t000273000,base,one_second_base,0.000000,273.000000,273.002531,4.756771,0.539817,123.102399,0.054808,0.051159,527.993948,10,c17c0b50717b2307,1feb5a7fd6297a8580dd96caf47ac80b5ed01d44fb17d2be9168758231a4ce5d
camera_full_rgb_v2_t000274000,base,one_second_base,0.000000,274.000000,273.996746,6.445677,0.873572,122.896689,0.127809,0.056071,510.584000,10,c17c1b5051f22307,e6a005e6c3d65171ff367777acb961963bfd781b0fc185a1bf0fe3d17edaf99a
camera_full_rgb_v2_t000275000,base,one_second_base,0.000000,275.000000,274.990962,4.302396,0.432509,122.934147,0.152783,0.057848,575.816539,9,c17c135153f2c307,d5a53c88910b0183f7400c179c506ef665675f4323cc43318b24ec4b422a6458
camera_full_rgb_v2_t000276000,base,one_second_base,0.000000,276.000000,275.985177,3.152135,0.257568,122.930238,0.199801,0.059111,564.280390,10,c17c135153d2c347,762e52286d7bb12ac33e8e53da5eaf9390f6eaeebd02937deba3314eae08c16f
camera_full_rgb_v2_t000277000,base,one_second_base,0.000000,277.000000,276.979393,3.001823,0.251662,122.586790,0.024840,0.060856,571.429608,9,c17c135151924347,0308f3461cd417c4496e0270419302cb1ba0acc5e6eb539f14915327ec0eee37
camera_full_rgb_v2_t000278000,base,one_second_base,0.000000,278.000000,278.018800,4.253489,0.289784,122.335400,0.052516,0.062187,579.953590,9,c13c135151b3c343,22e060ead6339eead0ac340e278a9228b51411964ca25d26ec52ed4e6a49eba4
camera_full_rgb_v2_t000279000,base,one_second_base,0.000000,279.000000,279.013015,6.609375,0.699923,121.366136,0.187673,0.063835,527.124262,9,e03c1b5051b3d343,5802fccba2fa3504af800388b62106fc7a18113f0316741dfa85b7da4c1bbdef
camera_full_rgb_v2_t000279750,event,scene_change,0.749990,279.750000,279.736081,10.889375,1.945338,120.609902,0.013320,0.065794,519.513006,8,e03e0b5471b7c343,697c259f0290a752d746f3ce6517e54b182fd7feeaae03d7db6460efd3e7fe4c
camera_full_rgb_v2_t000280000,base,one_second_base,0.000000,280.000000,280.007231,12.663281,2.660197,120.483232,0.126670,0.064788,528.656027,9,e03e09547137c943,6c5a2e0daba90d689f418c360abc4818b48fd4c9897f036cc790c8d7877e0b16
camera_full_rgb_v2_t000280500,event,scene_change,0.824620,280.500000,280.504338,11.715521,1.995863,120.062497,0.262904,0.063294,559.597502,8,e03f09b4bd776941,f008cf215b10a4f482ddbcd8ed1a4b905e41f7954bdb948e82227d592053370b
camera_full_rgb_v2_t000281000,base,one_second_base,0.000000,281.000000,281.001446,13.626875,3.703644,120.755026,0.471738,0.063486,398.125943,8,e03e09543537c941,184922dde664a560f009b1e06344cb8c14edb77123d89474b0dfd02c1ab84e42
camera_full_rgb_v2_t000282000,base,one_second_base,0.000000,282.000000,281.995662,11.716615,2.367785,122.616419,0.336208,0.084085,566.297970,9,c3f827a3e7cca707,82283b79927141bf1c004c77ec4fefca2b6efbd24993119ec898c084553fba17
camera_full_rgb_v2_t000282750,event,scene_change,0.959981,282.750000,282.763919,12.112500,2.664814,123.186641,0.375876,0.085485,560.555109,9,c3f827c3e5dc2707,eab6761e602507456c1afcfd75c31e4c6661171dbdaa64a89cd5b71f374c26f1
camera_full_rgb_v2_t000283000,base,one_second_base,0.000000,283.000000,282.989877,8.291927,1.327724,123.429893,0.243252,0.085439,581.909895,9,c3f82f43c5dc270f,9831a9c018ee7fa1a3830f8bfe0c778ead443faaa4794f1ae8fa76313d7be1be
camera_full_rgb_v2_t000283750,event,scene_change,0.587036,283.750000,283.758134,8.897813,1.399989,123.475661,0.039186,0.088522,585.855780,9,83f82f5345dc6f8f,bd31ae2522434398f64fb9a4b7edc703ae9717b16c1f30faadaf6051f45ed16d
camera_full_rgb_v2_t000284000,base,one_second_base,0.000000,284.000000,283.984093,7.825469,1.124262,123.629935,0.154274,0.087943,577.361291,9,87f02f5345dc6f0e,13dba40e713b02cc2cfe72e39e5bf5d734f1e666fc91d52959ce075dd780d5d8
camera_full_rgb_v2_t000285000,base,one_second_base,0.000000,285.000000,284.978308,9.011302,1.405233,124.711237,0.390306,0.091921,591.764180,8,87f14e4747dccf0f,3e9f6672af48a073ae05cf2ac24af7e3015b862099cea96961797c75a38bddda
camera_full_rgb_v2_t000286000,base,one_second_base,0.000000,286.000000,286.017715,7.835573,1.097011,125.853148,0.155036,0.095052,600.423839,8,87f10ec78fb8cf0e,2d09649d76ebd3fe0c0003e8c51252f1e105a1dc67c250da72ab57802bbc9e89
