stem,source,event_reason,event_score,target_timestamp_seconds,actual_timestamp_seconds,frame_difference,optical_flow,brightness_mean,brightness_delta,dark_fraction,laplacian_variance,color_anchor_count,difference_hash_hex,image_sha256
camera_full_rgb_v2_t000114000,base,one_second_base,0.000000,114.000000,114.018438,1.373958,0.120473,75.217292,0.049342,0.544346,240.738708,0,43c0e0e662efefbf,9902dcd7ca80c879d98f0a9c4dbd43a3adc32cbf471602d4b9e4ab8752da58b1
camera_full_rgb_v2_t000115000,base,one_second_base,0.000000,115.000000,115.012654,1.121042,0.054174,75.400781,0.039674,0.540436,260.286961,0,41c0e0e622efefbf,84c87a75471c7564a437caf15cd1cbadc1df87131c0fd428a5a484135a784cb4
camera_full_rgb_v2_t000116000,base,one_second_base,0.000000,116.000000,116.006869,1.232604,0.109681,75.570811,0.055000,0.536452,249.214984,0,42c0e0e662efefbf,47c387d31f8ef03357b4c340e0512b4a58a742ea21cd12f822ec3bdc29c799b3
camera_full_rgb_v2_t000117000,base,one_second_base,0.000000,117.000000,117.001085,1.127240,0.092516,75.730101,0.038929,0.532513,248.536438,0,4040e0e662efefaf,bf513cb38a83afcaecadb4f712ffee2d827d393961657a08c408a2975814fdf8
camera_full_rgb_v2_t000118000,base,one_second_base,0.000000,118.000000,117.995300,1.139063,0.101015,75.931514,0.015589,0.529769,243.960531,0,4240e0e662efef3f,3fc1440de9b7bdc6fea3940abd9a1bb137a36fe250f73e7a7c02a70e4e896ee6
camera_full_rgb_v2_t000119000,base,one_second_base,0.000000,119.000000,118.989516,0.877396,0.049898,76.172093,0.001305,0.524600,263.077139,0,4040e0e662efef3f,49d6ffd659fac291f798e3a9f3e0ef9dc701689e8436f334f391a2c1a97c6bde
camera_full_rgb_v2_t000120000,base,one_second_base,0.000000,120.000000,119.983731,0.933229,0.056908,76.134792,0.007285,0.523187,257.311120,0,4240e0e662efaf3f,00a8bfa7dd9d4807b760928d566b7c946f1303f4b071801df50a7739a1ba7a17
camera_full_rgb_v2_t000121000,base,one_second_base,0.000000,121.000000,120.977946,2.112083,0.309338,76.251022,0.064141,0.519430,224.969115,0,4040e0e662efaf3f,8f97f3d0712f0300f647132bb4110cdc25ea10440f7ac5ade0657339d05cfc7c
camera_full_rgb_v2_t000122000,base,one_second_base,0.000000,122.000000,122.017354,2.568073,0.434984,76.415964,0.344131,0.512269,233.936992,0,4048e0e662efafbf,d458f3feb0e96ed0cd10223deb71535b6d3fe0b6a592598912b7b86578f07bd7
camera_full_rgb_v2_t000123000,base,one_second_base,0.000000,123.000000,123.011569,2.860677,0.562942,76.552461,0.032653,0.506455,215.127906,0,4248e0e660efef2f,532da3bb3b96a8a0afad348c436259c5b69ca9ec24619430ac5071e057b86cab
camera_full_rgb_v2_t000124000,base,one_second_base,0.000000,124.000000,124.005785,2.881302,0.457171,76.465085,0.232611,0.501029,219.368802,0,4008e0e220e7efaf,bb919834e6394677ab22ec68f1579b9c8f0019858684bd77ddb9e873aa4e197b
camera_full_rgb_v2_t000125000,base,one_second_base,0.000000,125.000000,125.000000,2.094687,0.248299,76.621462,0.136735,0.494238,243.226122,0,4208e0e220e7efaf,cbef2a0685f407f80ecb42c5d5b645595082dc92bca28e9328e69e5940623ad5
camera_full_rgb_v2_t000126000,base,one_second_base,0.000000,126.000000,125.994215,1.299115,0.085900,76.549899,0.083529,0.490527,265.168097,0,4088e0e220e7dfaf,c79492e37a9415d2f5383ad34146820f012faa4520f791b0739f41b18a486050
camera_full_rgb_v2_t000127000,base,one_second_base,0.000000,127.000000,126.988431,1.330156,0.090732,76.467773,0.073464,0.485693,272.218944,0,408ce0e220e7dfaf,d6dcd722efaa723b602c2e046259c18926dba85404829d60d18f728557e9b251
camera_full_rgb_v2_t000128000,base,one_second_base,0.000000,128.000000,127.982646,1.610000,0.151683,76.611429,0.200137,0.479007,266.805235,0,428ce0e220e7dfaf,81a5003c74aa127f49813e698866348f1a41b820e49e6d5c87794e8d69883005
camera_full_rgb_v2_t000129000,base,one_second_base,0.000000,129.000000,129.022054,1.540625,0.149101,76.406657,0.021549,0.476403,257.736545,0,428c60e220e7ddbd,bca826256dedbb917e3f1dadf412e9e36a9be09423c50a9d472ab4db0ea4bdc1
camera_full_rgb_v2_t000129500,event,scene_change,0.111182,129.500000,129.519161,1.473594,0.156508,76.614147,0.200947,0.472070,261.687090,0,408470e220e7dfbf,85df555cb3250dcf07bb927d38a075f3b08d3074946dac48154016f4b189368f
camera_full_rgb_v2_t000130000,base,one_second_base,0.000000,130.000000,130.016269,1.538594,0.180756,76.433691,0.055394,0.473460,263.758970,0,428470e221e6df9e,04c22d45d045673c06ad4ebe7897a54bcebbfbfcb844532df69c2ff6fcacd8f8
camera_full_rgb_v2_t000131000,base,one_second_base,0.000000,131.000000,131.010484,1.854427,0.271559,76.521657,0.083151,0.467402,251.910454,0,428470e221e7db8d,e1c49cb16bb1910231c305c2ba4e3f055176f640b7f0cadcf2fbebe756b02bfd
camera_full_rgb_v2_t000132000,base,one_second_base,0.000000,132.000000,132.004700,1.659010,0.233715,76.266872,0.021592,0.468704,268.159892,0,428470e221e7d78d,b30773481aa40d2cce3f446f6d27342eec6221d93ca3f6d9e2818a63564d4f68
camera_full_rgb_v2_t000133000,base,one_second_base,0.000000,133.000000,132.998915,1.415729,0.136826,75.846816,0.035505,0.471393,271.912311,0,508470e221e6dd8e,18d7668df41ff01523bf35c08f65999e1c30a06353be83771939668be362dd11
camera_full_rgb_v2_t000133750,event,scene_change,0.121543,133.750000,133.767173,1.626823,0.220958,76.118695,0.155977,0.466383,282.798574,0,408470e221e68d9c,b44b7ea2cea65aa5b40eee06cd2e6740191472b56dd72c547553ac33a051db53
camera_full_rgb_v2_t000134000,base,one_second_base,0.000000,134.000000,133.993131,1.539583,0.159301,75.957324,0.161370,0.465863,295.670019,0,408470e221e69e8c,29ba0c33b38ad38ad3fe818895721f73277c4d67bec155046e15a6bf1c70d542
camera_full_rgb_v2_t000134500,event,scene_change,0.120324,134.500000,134.490239,1.615521,0.185864,75.791839,0.191618,0.467946,297.379583,0,588470e221e7de9c,1f6e6dc57a91fa6b882c5c7a42d95f3669e9eb61fa91dfe2d5393f7a376b7d60
camera_full_rgb_v2_t000135000,base,one_second_base,0.000000,135.000000,134.987346,1.490156,0.188589,75.915853,0.013457,0.464935,283.546702,0,588470e321e58d9c,cebf1d515a7d569ef479998d07a8417a1f16eddb9964cbb25430e4e696afa509
camera_full_rgb_v2_t000136000,base,one_second_base,0.000000,136.000000,135.981562,1.247135,0.150667,75.975892,0.017376,0.460911,291.862074,0,588470e321e48e94,857c82d7563e1fb7759bd9f9f81ce833d188b0efe3ba647cab102149a338ba13
camera_full_rgb_v2_t000137000,base,one_second_base,0.000000,137.000000,137.020969,3.140833,0.487340,75.726315,0.209144,0.458636,265.738388,0,488470e321658c94,82ea19dd38119be2d66267824e71dc2a4d985fa27ce2416ffa42ef2ba34d7069
camera_full_rgb_v2_t000138000,base,one_second_base,0.000000,138.000000,138.015184,1.936719,0.276383,75.497363,0.069554,0.456745,287.965048,0,488470f331f5869c,f96699bff0ff089e0dcd296c988aade2bce64254e6d80d2655d9119c43de827d
camera_full_rgb_v2_t000139000,base,one_second_base,0.000000,139.000000,139.009400,2.729063,0.357480,75.622402,0.250241,0.451663,277.163496,0,488670f33175869c,2e486c9e9a79d6bcee00505e47177709c588d0e9362abc0c411dcdff892930b7
camera_full_rgb_v2_t000140000,base,one_second_base,0.000000,140.000000,140.003615,3.175364,0.522653,75.668577,0.093255,0.448864,278.317880,0,688630f33075868e,4f11da561b123e7a172c9e8c02c49259575a24d2c335ae3137082b7fb8628748
camera_full_rgb_v2_t000141000,base,one_second_base,0.000000,141.000000,140.997831,4.745521,0.692363,76.015348,0.072578,0.440677,270.736220,0,4c8630f130768786,6f63f993fa610ebefd926371fb6a0dedc88d5c318801ef95ac1a66082bc989c3
camera_full_rgb_v2_t000141750,event,motion,0.505831,141.750000,141.766088,5.329114,1.408812,75.869225,0.518379,0.439779,274.040123,0,688630f33076a786,63a8b1fcade82cdc0e3d3569e38837cfb2b0a81af0e60ae4cbd528a0def1517b
camera_full_rgb_v2_t000142000,base,one_second_base,0.000000,142.000000,141.992046,4.604115,1.191970,76.142715,0.273490,0.435954,268.715979,0,6c8630f33074c706,3b7009b6c39b973038e3eabdd61eced40e2e56138a8a5d50c7203eb1c68b9283
camera_full_rgb_v2_t000142750,event,motion,0.938348,142.750000,142.760304,8.000156,3.834840,76.023874,0.105309,0.436813,225.212968,0,988470e26164860c,bfba95e897786045930999ee29bd9ba05c860701fb247f06f1d5c7094c23c52d
camera_full_rgb_v2_t000143000,base,one_second_base,0.000000,143.000000,142.986262,7.373021,3.480409,75.824870,0.199004,0.439281,218.985878,0,908c60e2e06c860e,0b3ffa0c7fff37e78a204fe203b773cb60fab2c5ea6b0ffc63de329f6cd2d9af
camera_full_rgb_v2_t000143250,event,motion,0.969353,143.250000,143.257411,7.741406,3.776384,75.335983,0.488887,0.443255,220.209047,0,908c60e660e88c0e,c8254d203c24028f814e05aada2b23e6779eb0a3478ecbeefe023f7c3a4f9f69
camera_full_rgb_v2_t000144000,base,one_second_base,0.000000,144.000000,143.980477,6.022969,2.417439,74.578577,0.011204,0.452533,230.328818,0,3008e0c440c88c1c,f80f5fc85f213fba93bde7a0d9230b4227392150b4b1792790adf842cda025e6
camera_full_rgb_v2_t000145000,base,one_second_base,0.000000,145.000000,145.019884,5.549010,2.085972,74.457507,0.050046,0.460293,241.526006,0,2010c0cdc1d09898,58bd4743030c3ee1b7ed9e0e08e626dbb010742927f1242538bf702f2df39ff8
camera_full_rgb_v2_t000146000,base,one_second_base,0.000000,146.000000,146.014100,5.738438,2.188814,73.269801,0.515384,0.475378,242.216736,0,2010c08981909838,b6314a16ea122f91f3464440fb0efe987081897f34cd5ffa77c269715afbe18e
camera_full_rgb_v2_t000147000,base,one_second_base,0.000000,147.000000,147.008315,7.406615,2.667691,74.168893,0.970094,0.466126,247.636498,0,2010c08d81909838,da18f9c61e3f0229ae61078b0103fddf5e9582778977a935534128758c9e57c6
camera_full_rgb_v2_t000148000,base,one_second_base,0.000000,148.000000,148.002531,6.460886,2.523427,75.803213,0.229382,0.440469,245.134223,0,3018e0c4c1d89818,20bb151f48ee0ff9004b41c25ed11497207260654acdaa73ac9b8d2a9caa5e51
camera_full_rgb_v2_t000148750,event,motion,0.771258,148.750000,148.770788,7.079636,2.787286,76.882741,0.360488,0.418672,226.363203,0,1008e0c6c2e8981c,6c1d7ed0be5752fde3e82b5352b7e1dc2e43a407cb9462262c53046a159808b7
camera_full_rgb_v2_t000149000,base,one_second_base,0.000000,149.000000,148.996746,5.621354,2.006133,77.190944,0.308203,0.416432,224.363230,0,100860c640688a0c,7d87723dcf43e49bb216caeb7360b9216448ef1650c00cd792fbc71a06ab8167
camera_full_rgb_v2_t000149250,event,motion,0.620947,149.250000,149.267896,5.802761,2.080077,77.642643,0.451699,0.411865,226.159664,0,100c60e6606c8a0c,c75b4c2c2bdcac7eac88b85d980513b261414c016efbd5e5a869dcba614999e2
camera_full_rgb_v2_t000150000,base,one_second_base,0.000000,150.000000,149.990962,5.051302,1.529441,78.728844,0.222422,0.402874,233.381156,0,188c70e26064ca0c,24e3f794f78c9f4f10ba251a00eae86bc847b87fe5745ec6e8d68f3b621ecc32
camera_full_rgb_v2_t000150250,event,motion,0.571978,150.250000,150.262111,5.582760,1.873379,79.121693,0.392848,0.399951,231.810195,0,188470e2e164ca0e,df77ab408ac5195a7f13c5ed4826913a57df8a5ecff08868eee326282099c861
camera_full_rgb_v2_t000151000,base,one_second_base,0.000000,151.000000,150.985177,5.053281,1.396426,79.291436,0.144567,0.395820,252.723597,0,188470e36176cc06,b7d435e5c4bac8e170b1774b75e2ded73301389c6ac5ac4b87bcac478a22995d
camera_full_rgb_v2_t000151250,event,scene_change,0.294452,151.250000,151.256327,3.916510,0.613945,79.584238,0.292803,0.394626,273.536183,0,188670e36136ecc6,156f47205a11d63b19ca6aae4368d591c3f401e1c709652215b5b43df71253a0
camera_full_rgb_v2_t000152000,base,one_second_base,0.000000,152.000000,151.979393,2.298906,0.285067,79.911852,0.002881,0.390908,290.606997,0,1c8630e36176ed8e,c2e46802e6faf4e0ac36914e66ac871d70ae357efae59d68e9b1000e5db22698
camera_full_rgb_v2_t000152750,event,scene_change,0.235574,152.750000,152.747650,2.935833,0.434026,79.514551,0.362741,0.389642,264.852919,0,5c8630f33036f4cc,c9520a28c98ca588b29f267d12ef396894235ce39377d467098d21f65573517f
camera_full_rgb_v2_t000153000,base,one_second_base,0.000000,153.000000,153.018800,3.879792,0.646374,79.550309,0.035758,0.390117,259.168202,0,5c8634f37032f4ce,9fc0f1304dc41fd9b1a57e63af7f01b1e152600f7e804026e6fc7e7d79860f2e
camera_full_rgb_v2_t000153500,event,scene_change,0.255458,153.500000,153.515907,3.636875,0.572834,79.674007,0.132699,0.387695,274.849352,0,3c8634f33072f4cc,1250b7b66ba611ce688b358fe12d260ffb5b4a3e70cdabd65ebefabfe3e6ce15
camera_full_rgb_v2_t000154000,base,one_second_base,0.000000,154.000000,154.013015,3.260990,0.492514,79.907008,0.028949,0.384362,292.167135,0,3c8638f33033f4cc,ca14fe80745f651f5df9bc47c7400c78f73d34fcdc8fe06435c574c8c109450e
camera_full_rgb_v2_t000155000,base,one_second_base,0.000000,155.000000,155.007231,0.859531,0.047853,79.230785,0.023151,0.387832,320.583814,0,3c863cf33033f4ec,35df9b955b5bcf6b8dac5bd5f79087b33f55cc0c7ea319ac4b8ea75b51680018
camera_full_rgb_v2_t000156000,base,one_second_base,0.000000,156.000000,156.001446,0.665677,0.028794,79.100078,0.130667,0.386608,349.756430,0,3c863cf33033f4c4,94e36febfbde0871e8f3c6b45b82f4318b230ee0b44be1540c528c14a1a56cd7
camera_full_rgb_v2_t000157000,base,one_second_base,0.000000,157.000000,156.995662,0.627031,0.029648,78.372178,0.073151,0.392682,353.474508,0,3c863cf33033f6ec,b2450fde2abbe0deeb0040ada538bd5beb913b198260eb4380c22859271a211c
camera_full_rgb_v2_t000158000,base,one_second_base,0.000000,158.000000,157.989877,0.891875,0.044236,78.369665,0.050303,0.391520,352.358818,0,3c863cf33033f6e4,014c703cc1c7c73dc41bc93e4fcb9db75055189fa6be4403570ff1bdcf7f11fd
camera_full_rgb_v2_t000158750,event,motion,1.127483,158.750000,158.758134,9.478802,4.634744,78.221602,0.136195,0.388711,202.364015,0,2c8634e36132f4cc,3971ad62fbf53f1160f2c4b8227ef9e44e7c64819e92127f7a6e11fccd1627a9
camera_full_rgb_v2_t000159000,base,one_second_base,0.000000,159.000000,158.984093,9.938802,5.457873,77.893883,0.327718,0.392321,209.509449,0,680470e2e126f4c8,ddfb5d732deac55fd4261b4a4d9cd3627b68c120208caa50e37efe6bbf541fb3
camera_full_rgb_v2_t000159250,event,motion,1.181893,159.250000,159.255242,9.186510,4.749913,77.391286,0.502598,0.395420,218.022119,0,480c70e66026ecc8,2dfc121d14421b924f6d98d41251fc713e4b10eb08ea3e9202dba45c78e2e4de
camera_full_rgb_v2_t000160000,base,one_second_base,0.000000,160.000000,159.978308,7.176302,3.008394,76.126663,0.253929,0.404639,234.807633,0,d00860c6c20ce8d8,5323629150e3a33c890fd65748a57ace94889c6acf89cc735bb7bd32eda105a0
camera_full_rgb_v2_t000160250,event,motion,1.112243,160.250000,160.249458,9.192291,4.294576,75.616188,0.510475,0.412601,220.449908,0,9008e0c4c00cc890,58f448e3c8430cbb07dcb228744a26d0d4158b1254ebe6851d7750c289a5002b
camera_full_rgb_v2_t000161000,base,one_second_base,0.000000,161.000000,161.017715,7.523646,3.041433,74.655221,0.451514,0.434801,260.284906,0,3010c08d8108d4f0,eac0401fd87d0b53c11dfee737bc22429623e360fb90a3f8c11a531fe12feb5b
camera_full_rgb_v2_t000161250,event,motion,0.680434,161.250000,161.243673,6.336823,2.253467,74.122979,0.532243,0.439557,255.098543,0,2010c08d8518d4d0,189a797725184921323454d0efd9da4e118c671b7bb36fde45f55e9836c93b39
camera_full_rgb_v2_t000162000,base,one_second_base,0.000000,162.000000,162.011931,7.445364,1.553208,69.334202,3.218734,0.480547,268.418925,0,a090c088809880e0,212fca588277c160c117b54c37c8d9197a2bc343f5d18ac2cb8b7ed086a19045
camera_full_rgb_v2_t000162500,event,scene_change,1.072065,162.500000,162.509038,12.989948,1.884343,64.163870,1.872523,0.509121,279.207835,0,2010c0dac250e8e0,ef41b23cef66d6d303fc541d6ade42f398861d11294ef5042729914c2940ed59
camera_full_rgb_v2_t000163000,base,one_second_base,0.000000,163.000000,163.006146,12.657344,1.714648,64.656527,0.571536,0.511247,280.172520,0,2030405a42706860,42b412d3e9e0a4bfb9005b99b587873c94f8759baab3d1b9c6ca81848d0dca82
camera_full_rgb_v2_t000163250,event,scene_change,0.787409,163.250000,163.232104,10.057917,1.187372,66.103662,1.447135,0.507923,281.044843,0,6030203a22302840,0f79090fbe25cbf118285c297c213069c58ffd35db3892564ae732b995495fe7
camera_full_rgb_v2_t000164000,base,one_second_base,0.000000,164.000000,164.000362,7.371146,1.252709,65.578128,0.365257,0.514889,247.814813,0,4030901a12100890,b58f3da29a9819206631ba66cc3d3765ff75b7e092ce030896491377b059a809
camera_full_rgb_v2_t000165000,base,one_second_base,0.000000,165.000000,164.994577,4.144531,0.766483,63.838076,0.536471,0.527285,265.780735,0,4020901810100890,cdec3d005aa0cfe767251d39e2e2db4aaf25fee32310aaf6685dfa1ef373e699
camera_full_rgb_v2_t000166000,base,one_second_base,0.000000,166.000000,165.988792,3.404948,0.607501,62.244717,0.383115,0.536217,263.720968,0,4020c01c14104810,61fd0e4ec6f069e49969e4a43cf6e59777970a0898cde988aedf541d7568f890
camera_full_rgb_v2_t000166750,event,scene_change,0.597513,166.750000,166.757050,6.244114,1.265945,63.256279,1.097461,0.528343,248.160015,0,4020881c0c104818,b41e7c6648e1e2aa49c0e810cdd31a2b7f281b87a42e32a93a9ec876ab734907
camera_full_rgb_v2_t000167000,base,one_second_base,0.000000,167.000000,166.983008,12.334896,4.186889,65.975941,2.719661,0.509150,226.677389,0,4020880a0a004818,a87aa76b6bb1e3c5bd247b7637a7a17e95d47649fe3a43d45ee64c96d6b94c1c
camera_full_rgb_v2_t000167250,event,motion,1.572402,167.250000,167.254158,13.164010,4.713380,68.618298,2.642357,0.487604,248.362256,0,6020c00a0a002018,6a9d7792eb85964228e18b135254ed817eacbc16bcec09bac35be932b0743228
camera_full_rgb_v2_t000168000,base,one_second_base,0.000000,168.000000,168.022415,9.774583,2.769304,73.030553,1.323496,0.446338,269.519081,0,2010c08e8210a0a8,678037bbca65a0e803a13344fda395d868f145ad9a70d4b6bc9b09fe622f5c49
camera_full_rgb_v2_t000168500,event,scene_change,0.881509,168.500000,168.519523,9.381927,2.417768,74.868841,0.918050,0.425944,274.614401,0,2010c28b8108b088,87705fc98be5eac5f7ca852d3466715ada597ff921e866f156097ae51a587fcb
camera_full_rgb_v2_t000169000,base,one_second_base,0.000000,169.000000,169.016631,7.487709,2.061122,76.630700,0.609922,0.410267,276.401681,0,3010e08981089090,0ff8ad9c43d76c6d5b663daef60f51628a7926de577b2b0d081afddfe1f014af
camera_full_rgb_v2_t000169500,event,motion,0.661462,169.500000,169.513738,6.539427,1.728684,78.279899,0.944574,0.396995,264.017665,0,3018e0cdc109d894,27f191922062fd5470a644bb003efe332c4475cb959c28c89ae49f3ab0cb501f
camera_full_rgb_v2_t000170000,base,one_second_base,0.000000,170.000000,170.010846,7.446771,2.018509,78.353236,0.223190,0.393258,258.854062,0,1008f0c5c10cd894,3ec78a2475385d098b5a21713cfa636181cf50e8fd0ae6a19349258011943484
camera_full_rgb_v2_t000170250,event,scene_change,0.433763,170.250000,170.236804,5.694010,1.257837,78.315143,0.038092,0.393031,256.398319,0,1008e0c5c10ce890,a85f338023d29dbb38d964e87a8273fcc85ff4bbd7754267d7c4baccf0a47734
camera_full_rgb_v2_t000171000,base,one_second_base,0.000000,171.000000,171.005061,5.431146,1.065972,79.513675,0.632464,0.386048,263.257461,0,180870c4c004c8a0,0290c34ad601c68b2360e0012671a37ea0f47c242f554d69b3cfbb8839e61021
camera_full_rgb_v2_t000172000,base,one_second_base,0.000000,172.000000,171.999277,5.987969,1.338230,80.634105,0.560033,0.379395,271.012925,0,180878c6c004ece8,101d687df64631614cc5d3e55ec7171243c732450008c12bfb51d8221d3dcdda
camera_full_rgb_v2_t000173000,base,one_second_base,0.000000,173.000000,172.993492,3.784062,0.211883,81.985462,0.154150,0.374909,287.488336,0,188c78c5c100e4e8,8c008cf8ee8a03617d7fafb98070c4c6f654d86b2828865d295247b8760cdc2e
camera_full_rgb_v2_t000173750,event,motion,1.296732,173.750000,173.761750,11.970052,4.972028,81.477982,0.248620,0.379137,243.134065,0,1008f0c7c004c8c8,bdea215ac85b3c774b2ed248431d2b593c543336c5524fd70c26fde78d9a4123
camera_full_rgb_v2_t000174000,base,one_second_base,0.000000,174.000000,173.987708,8.823802,3.150236,81.441800,0.036182,0.380951,266.860588,0,1008f0c5c504c8d8,a77e51ee6918285175ef0a1ccbb220f4a3c66b4934cbcd12d131bf52f40ff38c
camera_full_rgb_v2_t000174750,event,motion,1.270975,174.750000,174.755965,10.720677,4.457925,79.724977,1.046230,0.402204,275.281009,0,2010e08981089090,0b55274f17446e37556b394a7b5092fe678e11eb709280412c76a199265787fa
camera_full_rgb_v2_t000175000,base,one_second_base,0.000000,175.000000,174.981923,8.209531,2.938113,78.702305,1.022673,0.410622,284.180090,0,2010e08a800890b0,72f37d2d5e7e41adebfb968a5772984e26084cc34324b0076efda384cd5420aa
camera_full_rgb_v2_t000175750,event,motion,1.147221,175.750000,175.750181,9.103490,3.507475,74.402562,1.730404,0.448815,280.263170,0,6020e01a021030a0,2bdf87e864843610fbb9cf878171d45bc7a2f50a416db3a4fb47da078a36e925
camera_full_rgb_v2_t000176000,base,one_second_base,0.000000,176.000000,176.021330,9.071823,3.377497,72.606230,1.796331,0.462041,293.281076,0,6020e01600102060,14864b34941e4eba1c708f93aef52e01d864011c80ec9dc1a765025b263768b5
camera_full_rgb_v2_t000176500,event,motion,1.094791,176.500000,176.518438,8.773281,3.078104,69.281074,1.941927,0.488737,282.147145,0,4020c01410102060,197fcf4d25780fbe73fdf3580d6db542b43b2f55b8e576c3b653a520d7b5b872
camera_full_rgb_v2_t000177000,base,one_second_base,0.000000,177.000000,177.015546,5.218646,1.213544,67.078359,0.575859,0.502354,306.943033,0,4020c034040020e0,07a0b486b0b76d6baf4a700a6e13eaa1f0fc13cedb4c66187a1a83cec4cace4a
camera_full_rgb_v2_t000178000,base,one_second_base,0.000000,178.000000,178.009761,8.847343,2.894030,73.219525,1.859912,0.458626,287.942620,0,6020e01200102020,bcd203d790de91ba409078764f50cb525269e0e76d4aeacebb2b9d795d0caffe
camera_full_rgb_v2_t000179000,base,one_second_base,0.000000,179.000000,179.003977,3.155573,0.601035,72.481491,0.213219,0.464121,299.032116,0,4020e01400102060,937c7e0d77d50d0f48da1d9072efbff20dc8b2084a2c3f229771f5e4dac244f0
camera_full_rgb_v2_t000180000,base,one_second_base,0.000000,180.000000,179.998192,2.846719,0.420209,71.762842,0.219215,0.466494,320.169580,0,4020e03400102060,d89adcc7175b96dff811d7e8267606fc4bb1d4eaefef2bb350f22eb21881be40
camera_full_rgb_v2_t000181000,base,one_second_base,0.000000,181.000000,180.992408,4.354479,0.635029,70.604482,0.368838,0.474980,329.922242,0,40204034401020c0,751a43fb42d65a1e0d7deaefdfe1e856963eb5c192822166b676f904d7475084
camera_full_rgb_v2_t000182000,base,one_second_base,0.000000,182.000000,181.986623,5.569219,0.558207,68.704307,0.606680,0.485687,361.637008,0,4020c0b48400a0c0,5ca9ed8da9fdbdba7c858154a4769deb7474e626419755f12eee7bb5aa18b228
camera_full_rgb_v2_t000183000,base,one_second_base,0.000000,183.000000,182.980839,2.858229,0.510105,70.463428,0.218503,0.478444,326.009281,0,c000c034040020c0,86cbc025075e603bfaa85d0521d87e5b6cc544241dff8ff44c46485b42a622f7
camera_full_rgb_v2_t000184000,base,one_second_base,0.000000,184.000000,184.020246,12.087656,4.086889,74.325342,2.827988,0.449281,308.980622,0,4020c03400002040,4f221e70047f1eab56ad06dfaf7b9b1541a42f0e7172773a2c960476142e78b3
camera_full_rgb_v2_t000184500,event,motion,0.908124,184.500000,184.517354,8.345938,2.330651,77.257725,1.542643,0.427174,317.805023,0,4020c01200103068,9448defb9057ab95b6d15d18df083bb615f01a55905e22e7c15212001bd7143a
camera_full_rgb_v2_t000185000,base,one_second_base,0.000000,185.000000,185.014461,7.043281,1.799091,79.994935,1.334294,0.405635,323.849705,0,6020e01a02001020,b40af8bb4ab2a30444b0cf39edc246804ca21d6dcd84a182ed1eff9bd6d49649
camera_full_rgb_v2_t000186000,base,one_second_base,0.000000,186.000000,186.008677,7.397500,2.013566,84.723099,1.338903,0.370205,318.198502,0,2010e01a00001090,404b836d3075f2d9dca23d22abb9f608521ac9bb74360035af5476bf769d2ce6
camera_full_rgb_v2_t000186500,event,motion,0.823697,186.500000,186.505785,7.693542,2.128407,87.048255,1.344001,0.351598,321.602514,0,2010e08981089890,f40bb4cbfe265a7d8cc409a390ba91f866ffc2b9f0538bdf99e887e3374b3d28
camera_full_rgb_v2_t000187000,base,one_second_base,0.000000,187.000000,187.002892,5.433385,1.244502,88.708330,0.747480,0.337969,317.651538,0,3010f08985001898,211e2ca94b8bc92cdda43f7cfd804ba4d01e8fc27f24e7f822bbf5872fd54831
camera_full_rgb_v2_t000188000,base,one_second_base,0.000000,188.000000,187.997108,4.762761,1.038075,90.651549,0.535993,0.321497,315.105068,0,3018f08d85000888,03ae696ac4b398db05ecd22f84940b4b5d476517f5f63634f079761c25f424d9
camera_full_rgb_v2_t000189000,base,one_second_base,0.000000,189.000000,188.991323,5.333489,1.197683,92.773294,0.661556,0.301286,312.731292,0,3008f0cdc0000c8c,bb7925593c5dee809612cf5e4e241acac5ea3c1eb134d1be72021bd935420680
camera_full_rgb_v2_t000190000,base,one_second_base,0.000000,190.000000,189.985539,7.195885,2.188146,93.114036,0.118698,0.302666,308.809668,0,3018f08d85000888,5e8273b1b5fd440b7f6cc7761aabaebf416c237b4930d42bbcc36cc9bee541db
camera_full_rgb_v2_t000191000,base,one_second_base,0.000000,191.000000,190.979754,8.053333,2.333759,91.349030,0.656510,0.316777,336.226260,0,2010e01b84000898,cd3805ac096a62dcbeecca21c3d22665940b8ecaa05f55524f896fa8184298c4
camera_full_rgb_v2_t000192000,base,one_second_base,0.000000,192.000000,192.019161,7.918021,2.083924,87.117630,0.768613,0.346559,334.026784,0,6010e01a0a001090,9bd366ac0e3b74812fe1d66b509a150c3faf6eb480b4450154c2e5a06fca1fb5
camera_full_rgb_v2_t000193000,base,one_second_base,0.000000,193.000000,193.013377,4.689792,0.823319,87.827288,0.711302,0.339046,345.637655,0,6010e01a0a001010,6b643142fe285b34b0696f2e4d83197ca38de79a46c2e17deefbd9448bc72358
camera_full_rgb_v2_t000194000,base,one_second_base,0.000000,194.000000,194.007592,12.132188,4.224962,88.061842,1.241188,0.337116,301.311610,0,c030c0120a001010,a5f84ef5cb565aeb4d97b06e531d83ec4b5ab85c54b97c9e0f59ae031464ad4c
camera_full_rgb_v2_t000194500,event,motion,1.968386,194.500000,194.504700,22.150574,5.574841,77.042679,6.806673,0.413617,270.108460,0,8020802410002020,20a0190c79d374497b5c1e3626e6be09b7d6438857919c7dabe17642c16ba56a
